company_id,model_name,train_time,test_time,mape
"101111010","model_0",15.778283596,0.04743266106,9.61
"103700030","model_1",15.651767254,0.04451656342,12.44
"107675070","model_2",15.569233179,0.04530692101,225.42
"102840020","model_3",15.775230885,0.04321599007,8.13
"1068826767","model_4",15.412587881,0.04297471046,13.31
"104900040","model_5",15.385134935,0.04306292534,18.14
"102100020","model_6",15.700762987,0.04331612587,13.61
"101600010","model_7",15.634842157,0.04733920097,11.85
"101200010","model_8",15.292336464,0.04459547997,13.49
"104119040","model_9",15.351880074,0.04392266273,15.55
"102113020","model_10",15.41838026,0.04597234726,8.77
"103800030","model_11",15.639250755,0.04382276535,28.96
"103338333","model_12",15.466948271,0.04610157013,11.94
"104400040","model_13",15.918439865,0.04472708702,11.68
"105100050","model_14",16.022749424,0.04313445091,9.63
"104122040","model_15",15.971804142,0.04569554329,16.19
"105000050","model_16",15.961787701,0.0444316864,9.62
"104470040","model_17",15.796447754,0.04436540604,9.69
"104300040","model_18",15.706878662,0.04438614845,17.89
"103600030","model_19",15.87390542,0.04356360435,9.26
"101820010","model_20",16.451426268,0.04526138306,19.29
"107800070","model_21",16.338269234,0.04553842545,20.18
"101380010","model_22",15.813244581,0.04552865028,20.18
"103400030","model_23",15.708564997,0.04521417618,52.08
"103003434","model_24",15.778116703,0.04515051842,9.39
"101410010","model_25",16.232813597,0.04597902298,15.88
"103000030","model_26",16.109082699,0.04830002785,23.74
"103680030","model_27",15.77225709,0.04521656036,6.77
"103450030","model_28",16.07669878,0.04466056824,25.38
"105150050","model_29",16.002987146,0.04503321648,40.55
"101780010","model_30",15.857618093,0.04357671738,6.66
"102500020","model_31",15.841463566,0.04643845558,9.89
"105200050","model_32",15.737428904,0.04548668861,53.81
"103760030","model_33",15.906725645,0.04655003548,8.8
"103663232","model_34",15.977598429,0.04708242416,30.15
"1072543979","model_35",15.898788929,0.04564476013,8.22
"107047070","model_36",16.09110117,0.04642128944,26.22
"104173545","model_37",16.926455259,0.0449450016,14.08
"102820020","model_38",16.883539915,0.04433941841,5.17
"1071575676","model_39",16.070164442,0.04578948021,46.2
"101800010","model_40",16.023084641,0.04660153389,51.68
"1075480777","model_41",16.466426611,0.0452170372,9.39
"102114020","model_42",16.180263996,0.0472035408,13.01
"104850040","model_43",16.364639759,0.04795241356,16.38
"104200040","model_44",16.253193855,0.04482674599,15.62
"107025373","model_45",16.365847111,0.04648137093,15.15
"107143070","model_46",16.254063129,0.04612803459,12.74
"105210050","model_47",16.260799408,0.04676365852,41.17
"102800020","model_48",16.104071856,0.04654073715,48.04
"104000040","model_49",16.211927414,0.04675960541,29.88
"102700020","model_50",16.430731297,0.04531669617,14.22
"103010030","model_51",16.438772678,0.04686903954,10.67
"102400020","model_52",16.322360516,0.04679632187,14.14
"102550020","model_53",16.74785471,0.04628682137,18.12
"107192171","model_54",16.435522795,0.04614138603,16.8
"102370020","model_55",16.244776249,0.04455327988,13.4
"104812141","model_56",16.091229439,0.04322290421,11.97
"104800141","model_57",16.505592585,0.04624390602,26.54
"105400050","model_58",16.081636429,0.04621839523,42.58
"108500080","model_59",16.219285727,0.04513263702,12.86
"107203676","model_60",16.407595396,0.04433941841,10.2
"107756777","model_61",16.158199787,0.04674887657,39.82
"104610040","model_62",16.303628206,0.04720902443,9.79
"107007474","model_63",16.346100569,0.04814720154,10.76
"103410030","model_64",16.588070393,0.04740715027,15.01
"104460040","model_65",16.334113359,0.04539871216,17.67
"101450010","model_66",16.335249186,0.04682207108,13.1
"1089470080","model_67",16.210926771,0.04610466957,14.42
"107274575","model_68",16.435262918,0.04769730568,23.79
"104100040","model_69",16.289793253,0.04586958885,12.71
"104125040","model_70",16.364589453,0.04847550392,22.47
"109955595","model_71",16.594626188,0.04708075523,13.73
"103500030","model_72",16.475980043,0.2617256641,9.73
"107203070","model_73",16.64715147,0.04511785507,19.11
"103120030","model_74",16.515543699,0.04610133171,68.98
"101121313","model_75",15.792077065,0.04727745056,15.9
"104450040","model_76",16.419546604,0.04599952698,17.53
"108523989","model_77",16.457622528,0.04572510719,14.26
"107199070","model_78",16.513041735,0.04812145233,23.35
"103620030","model_79",18.200098753,0.06168746948,15.06
"104126040","model_80",18.574471235,0.05773854256,40.22
"104119646","model_81",18.525102854,0.05680966377,91.71
"103320030","model_82",18.411436081,0.0630698204,12.16
"104154848","model_83",18.326953411,0.06528282166,20.63
"107341070","model_84",18.747138262,0.06307864189,10.68
"107127979","model_85",18.959843874,0.06418299675,14.72
"102310020","model_86",18.356346607,0.06101322174,6.33
"107989373","model_87",18.295951605,0.0630376339,6.01
"104149747","model_88",18.383145332,0.0604557991,15.81
"107910070","model_89",18.389645576,0.06110048294,15.67
"107261373","model_90",18.469339609,0.06413221359,37.34
"107790070","model_91",18.509790182,0.06226468086,12.36
"104130343","model_92",18.790731668,0.06335330009,36.57
"103040030","model_93",18.834388256,0.06437754631,19.61
"107218070","model_94",18.728054762,0.06496191025,16.91
"102000020","model_95",18.840658188,0.06321263313,29.98
"1061029060","model_96",18.873967648,0.06141877174,52.07
"103582636","model_97",18.897572517,0.06401467323,11.21
"1076211171","model_98",18.854585171,0.06498670578,12.4
"102900020","model_99",18.942558289,0.06352543831,16.74
