company_id,model_name,train_time,test_time,mape
"101111010","model_0",0.05940389633,0.2247281075,48.83
"103700030","model_1",0.05594038963,0.0400390625,35.03
"107675070","model_2",0.05761623383,0.04004645348,280.12
"102840020","model_3",0.05635738373,0.03995585442,20.49
"1068826767","model_4",0.05646586418,0.03997516632,22.21
"104900040","model_5",0.0558578968,0.04025936127,59.08
"102100020","model_6",0.0650203228,0.04018878937,13.06
"101600010","model_7",0.05480694771,0.03945398331,46.14
"101200010","model_8",0.06126642227,0.04009509087,14.02
"104119040","model_9",0.05744075775,0.03978729248,25.77
"102113020","model_10",0.0629734993,0.03989362717,8.32
"103800030","model_11",0.05680608749,0.04002547264,35.25
"103338333","model_12",0.0559091568,0.04054117203,25.19
"104400040","model_13",0.05735230446,0.0400159359,16.32
"105100050","model_14",0.06529450417,0.04028367996,27.8
"104122040","model_15",0.06027245522,0.04004645348,23.77
"105000050","model_16",0.0651550293,0.0397439003,10.64
"104470040","model_17",0.05585980415,0.03991484642,47.6
"104300040","model_18",0.05737161636,0.04024124146,44.23
"103600030","model_19",0.06156754494,0.03994464874,9.18
"101820010","model_20",0.05740737915,0.0401699543,29.03
"107800070","model_21",0.06070232391,0.04038000107,11.28
"101380010","model_22",0.05868077278,0.03962159157,57.75
"103400030","model_23",0.05612587929,0.04030537605,131.33
"103003434","model_24",0.0563158989,0.04015803337,21.07
"101410010","model_25",0.0594086647,0.03997278214,14.1
"103000030","model_26",0.05748105049,0.04027795792,32.95
"103680030","model_27",0.06207799911,0.04214382172,20.45
"103450030","model_28",0.06067299843,0.04138636589,17.28
"105150050","model_29",0.05736923218,0.03985762596,35.64
"101780010","model_30",0.06067204475,0.03999757767,14.84
"102500020","model_31",0.05678248405,0.04009485245,17.85
"105200050","model_32",0.05514025688,0.04023480415,39.21
"103760030","model_33",0.06113147736,0.04060673714,17.16
"103663232","model_34",0.06232404709,0.03997898102,18.88
"1072543979","model_35",0.05691480637,0.04033613205,29.43
"107047070","model_36",0.05657696724,0.04016590118,36.89
"104173545","model_37",0.05973958969,0.04010820389,12.82
"102820020","model_38",0.0633289814,0.04011321068,9.07
"1071575676","model_39",0.05563116074,0.04002118111,39
"101800010","model_40",0.05662059784,0.03974723816,59.25
"1075480777","model_41",0.05637025833,0.04008841515,20.43
"102114020","model_42",0.05540323257,0.039894104,17.66
"104850040","model_43",0.05608415604,0.04060840607,44.07
"104200040","model_44",0.05789542198,0.03980493546,29.61
"107025373","model_45",0.05608201027,0.03990983963,45.22
"107143070","model_46",0.06612491608,0.03976631165,10.86
"105210050","model_47",0.06160497665,0.03998804092,22.71
"102800020","model_48",0.05673789978,0.04048848152,43.5
"104000040","model_49",0.06060242653,0.04035949707,33.49
"102700020","model_50",0.05608344078,0.03989624977,33.87
"103010030","model_51",0.059664011,0.04023861885,16.47
"102400020","model_52",0.06042075157,0.03956842422,19.2
"102550020","model_53",0.06373262405,0.0421397686,15.22
"107192171","model_54",0.05881309509,0.04250431061,34.29
